,gene_0,gene_1,gene_2,gene_3,gene_4,gene_5,gene_6,gene_7,gene_8,gene_9,gene_10,gene_11,gene_12,gene_13,gene_14,gene_15,gene_16,gene_17,gene_18,gene_19,gene_20,gene_21,gene_22,gene_23,gene_24,gene_25,gene_26,gene_27,gene_28,gene_29,gene_30,gene_31,gene_32,gene_33,gene_34,gene_35,gene_36,gene_37,gene_38,gene_39,gene_40,gene_41,gene_42,gene_43,gene_44,gene_45,gene_46,gene_47,gene_48,gene_49,gene_50,gene_51,gene_52,gene_53,gene_54,gene_55,gene_56,gene_57,gene_58,gene_59,gene_60,gene_61,gene_62,gene_63,gene_64,gene_65,gene_66,gene_67,gene_68,gene_69,gene_70,gene_71,gene_72,gene_73,gene_74,gene_75,gene_76,gene_77,gene_78,gene_79,gene_80,gene_81,gene_82,gene_83,gene_84,gene_85,gene_86,gene_87,gene_88,gene_89,gene_90,gene_91,gene_92,gene_93,gene_94,gene_95,gene_96,gene_97,gene_98,gene_99
R_cell_845,2,2,1,8,1,0,2,2,0,2,4,2,4,2,5,3,2,0,3,7,13,5,26,23,10,13,14,11,8,10,15,2,2,3,2,8,1,0,1,1,4,2,2,3,2,2,2,5,7,1,7,5,0,5,1,1,3,6,1,10,2,1,0,1,3,1,3,5,6,5,2,1,2,6,1,4,3,4,3,4,4,1,1,6,1,4,1,1,2,2,7,4,0,2,3,0,1,1,5,0
R_cell_846,3,1,2,6,1,3,3,2,3,0,2,2,1,3,1,3,5,1,9,4,4,5,6,2,4,4,5,7,6,3,8,3,2,3,4,3,6,2,0,4,26,8,2,16,10,15,9,24,42,10,5,5,0,5,6,1,2,10,0,4,0,2,2,8,4,5,1,5,8,2,1,4,5,3,0,4,3,0,4,1,4,5,2,2,1,1,2,1,8,2,5,8,3,0,2,1,1,1,5,5
R_cell_847,1,4,0,7,0,2,1,1,2,1,5,4,2,8,9,1,4,0,2,3,5,1,4,1,4,3,4,1,5,2,23,9,4,8,11,15,13,30,22,68,2,2,1,8,2,1,3,7,7,2,1,3,2,3,2,0,3,7,3,7,2,1,3,5,7,5,4,5,6,2,0,3,1,2,1,3,0,3,2,5,4,2,0,2,0,10,0,4,3,3,3,0,8,1,1,0,1,2,3,1
R_cell_848,7,6,8,23,1,2,10,10,15,2,7,3,3,3,8,0,8,2,4,2,4,2,5,2,1,2,8,2,2,5,5,4,1,1,5,5,2,1,5,3,2,6,0,1,1,4,4,2,3,3,2,10,3,0,1,2,3,3,2,2,0,0,1,7,4,5,2,0,7,0,2,2,1,2,1,3,2,5,8,2,6,3,2,2,1,5,1,1,4,4,5,2,1,2,0,2,0,1,3,3
R_cell_849,4,1,6,4,1,3,0,2,3,4,3,3,3,7,2,2,2,3,4,4,4,3,7,5,1,2,5,3,4,2,11,1,6,1,2,10,2,4,1,6,30,22,3,34,15,8,23,17,47,18,6,3,2,1,2,0,2,7,0,6,1,1,1,4,5,4,1,2,6,3,2,3,5,8,4,2,3,3,2,2,2,1,0,4,1,4,1,3,5,1,3,2,2,6,1,1,0,4,1,3
R_cell_850,3,2,4,6,1,2,6,2,6,1,6,5,2,4,2,1,3,2,3,2,4,2,1,1,1,4,4,8,3,5,6,0,1,1,6,10,4,0,2,3,19,10,3,11,4,17,8,13,20,19,4,5,0,2,1,0,6,5,2,4,2,4,3,1,10,0,2,4,2,2,1,1,2,4,3,1,1,3,5,8,5,3,4,2,1,4,0,1,7,4,4,2,1,3,1,1,0,1,3,0
R_cell_851,2,0,1,5,2,0,0,1,0,1,49,46,7,12,15,9,11,14,35,12,1,1,0,1,3,3,4,5,6,1,19,2,4,0,2,4,2,0,1,5,5,7,0,2,5,8,2,5,3,5,3,2,2,1,1,4,6,5,3,8,1,1,0,3,1,6,3,2,10,2,1,2,4,4,4,8,0,4,5,2,6,1,5,0,1,6,2,5,7,5,0,0,0,5,2,1,2,0,3,0
R_cell_852,1,1,4,9,4,1,3,1,3,5,20,17,8,11,7,5,50,4,43,13,1,0,5,0,2,3,4,0,0,2,8,0,2,4,4,4,1,1,3,3,8,7,1,6,4,3,5,1,5,2,2,1,1,3,1,5,1,8,2,9,2,0,4,7,5,5,5,3,3,1,2,4,1,4,6,6,2,2,2,6,5,0,5,3,2,2,6,9,1,4,4,3,2,2,1,5,2,2,2,0
R_cell_853,11,14,16,13,2,3,4,2,18,6,3,4,1,5,3,4,8,2,5,1,3,1,4,3,2,2,4,3,0,5,9,2,3,1,3,7,4,0,5,10,5,6,1,8,2,1,7,2,3,2,2,6,1,4,0,2,3,7,1,4,1,3,0,2,1,6,2,1,5,1,3,1,3,4,2,4,1,5,4,2,5,0,4,3,2,7,1,1,9,6,3,0,2,2,1,1,3,1,2,1
R_cell_854,3,17,20,18,3,8,11,14,14,6,2,4,1,4,2,3,3,0,5,3,2,1,4,0,1,1,3,1,2,9,9,2,2,1,5,6,0,1,4,2,2,6,2,2,5,7,3,2,8,4,2,3,0,1,4,3,1,12,2,5,2,2,1,3,8,5,2,5,5,4,0,1,0,2,4,7,3,4,4,3,3,1,3,3,2,1,5,6,5,1,4,1,2,4,0,0,2,2,4,1
R_cell_855,2,2,3,7,4,2,1,2,3,3,23,22,15,15,15,6,11,5,33,8,4,0,4,4,2,2,1,8,3,2,4,1,3,4,0,8,1,0,3,8,4,2,1,4,2,1,5,2,1,2,2,6,2,2,1,4,4,6,2,8,0,1,4,2,5,8,4,3,14,0,0,1,5,0,3,3,3,4,7,3,2,1,1,5,3,7,3,0,3,6,4,1,2,2,1,1,1,1,1,3
R_cell_856,3,2,7,3,0,1,2,2,0,4,4,7,2,11,3,1,1,1,2,5,4,2,9,3,1,3,4,7,0,5,22,2,2,1,4,1,2,0,2,6,24,13,9,24,8,9,18,14,52,6,2,4,1,2,3,3,2,6,3,2,0,1,2,4,9,3,6,2,5,4,4,3,5,4,3,2,5,2,2,3,2,1,2,5,1,6,5,1,5,4,6,1,2,7,2,0,0,0,2,0
R_cell_857,2,1,4,6,1,0,1,1,2,2,28,20,22,18,15,7,13,6,54,12,2,5,2,4,5,1,6,3,4,0,12,1,0,1,2,4,3,0,0,4,6,2,1,4,2,2,3,0,5,2,0,3,1,2,4,4,2,6,0,8,1,0,4,9,5,1,4,1,6,3,0,4,1,5,4,4,2,1,6,3,4,1,1,5,4,5,4,3,7,3,1,3,7,5,0,2,2,3,6,2
R_cell_858,5,0,2,8,0,1,3,2,2,1,1,2,2,6,3,2,6,0,2,0,6,10,24,25,21,19,48,11,14,13,3,2,4,1,6,4,2,2,1,1,7,5,3,1,7,2,5,4,5,3,3,7,2,0,1,0,3,10,4,8,1,0,2,0,1,4,1,4,1,3,0,3,1,4,4,4,2,1,6,1,5,5,6,1,1,0,2,4,2,2,5,2,2,2,2,0,1,2,1,1
R_cell_859,3,2,3,7,0,0,1,3,3,3,14,37,9,17,8,9,21,2,59,9,4,2,8,3,10,0,1,4,5,10,14,1,1,2,5,10,2,1,3,8,2,2,5,2,3,6,4,3,5,3,2,3,1,8,3,1,3,5,1,4,1,0,3,4,2,4,5,0,1,4,1,2,0,4,1,0,3,2,5,3,3,1,2,3,1,1,1,2,5,1,7,1,6,1,1,2,2,2,4,2
R_cell_860,4,0,2,1,0,3,1,4,1,5,6,5,5,3,5,1,3,1,4,3,1,2,5,2,4,0,5,6,5,5,7,4,1,0,2,9,6,3,2,7,33,9,4,19,12,17,12,13,22,13,3,6,1,1,4,1,0,6,0,5,1,2,2,2,9,3,4,0,5,1,0,3,3,1,5,4,2,2,2,2,3,1,1,2,4,2,2,4,6,3,5,6,5,4,1,1,3,1,2,0
R_cell_861,3,1,3,10,1,0,9,4,2,2,3,3,0,7,2,0,5,1,2,9,3,2,6,2,3,0,4,5,2,4,54,3,13,11,8,22,22,10,18,47,3,5,0,1,0,5,6,6,8,2,0,5,1,4,2,3,1,6,0,6,1,3,1,1,4,7,0,4,8,6,3,0,3,4,1,5,4,7,3,0,6,1,6,3,1,8,4,3,6,4,2,2,1,0,1,0,1,3,1,3
R_cell_862,3,4,4,2,0,1,4,5,0,1,1,1,6,3,4,2,4,3,2,2,3,15,28,15,20,18,11,8,11,18,8,4,1,0,4,7,1,2,3,9,1,6,1,7,9,6,8,3,3,3,4,2,1,3,4,2,5,6,1,2,0,6,3,3,4,1,2,1,7,2,2,2,0,4,4,2,2,2,1,4,3,3,0,3,1,6,2,0,1,1,11,4,5,2,0,1,3,2,6,3
R_cell_863,6,1,3,8,0,0,1,4,5,6,3,4,2,7,6,3,3,1,9,5,0,4,4,3,1,1,8,5,2,8,10,3,1,2,7,8,3,0,2,4,27,14,1,12,11,11,14,9,20,22,0,5,0,2,2,1,2,7,3,18,0,2,1,2,6,10,4,2,2,3,1,3,0,5,1,12,1,2,2,0,1,5,4,5,1,3,3,2,3,1,3,2,5,1,0,3,1,3,2,0
R_cell_864,0,1,2,2,1,1,6,4,4,1,3,2,5,1,4,4,8,3,2,6,9,11,24,20,8,7,34,3,25,10,6,3,4,1,6,8,3,1,0,2,8,3,2,3,6,1,4,6,5,2,4,10,1,4,2,2,0,7,1,1,0,3,4,5,4,11,3,3,7,5,3,1,1,2,6,8,2,2,6,0,3,4,5,3,1,2,2,5,4,3,3,1,4,3,2,1,1,2,5,1
R_cell_865,3,3,6,6,1,0,2,2,5,2,3,5,0,7,4,2,4,1,2,1,2,1,4,1,2,2,3,4,3,4,25,3,22,6,7,25,17,11,16,74,9,3,1,1,4,4,10,0,3,3,4,6,2,6,1,2,4,9,2,5,0,2,5,3,7,6,5,1,4,2,1,1,1,2,2,5,4,4,5,1,2,3,0,2,0,2,4,0,4,7,5,7,6,2,1,2,1,5,1,4
R_cell_866,12,17,19,27,4,3,7,4,24,6,8,6,1,2,8,3,3,0,5,4,2,2,5,1,4,1,4,6,1,8,11,3,5,0,5,17,6,5,1,8,2,5,1,2,3,5,6,6,1,3,5,4,0,3,1,2,4,2,1,6,1,3,5,3,1,3,1,1,3,5,0,0,0,1,6,4,0,3,2,0,2,6,1,1,1,4,2,1,5,4,2,4,2,3,2,0,3,0,4,0
R_cell_867,25,10,28,31,4,5,14,12,13,6,2,2,1,4,5,1,6,3,5,2,5,2,4,1,3,2,2,4,2,0,10,4,0,3,5,9,0,1,0,6,4,4,2,2,2,3,4,8,9,1,5,10,0,1,1,1,2,3,0,7,6,3,2,1,14,5,5,1,1,1,0,1,2,5,4,4,3,1,8,2,4,2,0,0,1,3,2,2,0,3,5,3,4,3,3,0,0,1,4,3
R_cell_868,15,11,5,32,0,14,11,0,15,5,2,2,2,6,6,1,3,1,5,1,0,2,4,2,2,2,8,8,2,2,2,2,0,4,4,1,2,1,0,6,2,5,0,3,6,6,9,1,6,2,3,4,1,5,0,1,4,7,1,4,1,2,2,0,5,5,1,0,3,2,0,1,3,4,1,2,4,1,7,2,3,1,1,2,0,6,0,1,7,2,4,6,5,6,3,1,2,2,4,2
R_cell_869,9,6,22,26,1,3,8,5,12,2,2,7,1,4,1,1,2,0,5,1,3,2,2,3,2,2,1,3,2,5,11,0,2,4,2,7,4,0,1,2,5,6,2,0,6,4,6,5,3,1,3,2,3,3,1,2,2,6,1,2,1,6,2,3,8,3,1,3,9,2,5,1,2,4,5,4,3,3,5,4,2,1,4,2,2,1,4,1,6,3,3,3,3,3,0,1,0,1,5,1
R_cell_870,4,0,3,7,0,0,3,5,2,1,22,15,6,19,4,14,11,2,45,13,3,1,6,5,1,4,5,3,2,4,9,2,1,1,5,3,0,3,2,2,4,5,1,1,2,5,6,1,1,7,2,2,2,5,2,8,0,7,2,3,1,2,3,3,6,5,3,4,6,3,0,2,2,2,2,9,2,2,8,4,7,2,1,4,1,1,1,8,1,4,1,2,2,2,0,1,1,1,4,1
R_cell_871,1,4,7,10,1,0,1,2,2,5,30,26,5,29,20,9,17,12,43,8,3,2,8,2,2,3,5,0,5,0,7,2,1,2,5,10,2,1,1,6,5,7,1,0,4,2,4,3,4,2,3,1,2,2,2,3,2,8,0,6,3,3,6,2,2,3,2,2,3,2,2,0,0,2,2,5,0,6,5,1,2,1,3,1,1,2,3,5,2,5,5,2,1,2,0,2,1,1,2,1
R_cell_872,2,3,1,3,0,0,1,4,2,0,2,4,1,11,0,0,4,2,1,5,1,3,8,3,0,5,3,2,2,2,6,1,0,0,12,2,6,0,3,3,21,11,4,24,15,23,14,11,19,6,0,6,1,1,1,1,2,4,1,3,1,4,1,3,5,3,1,4,4,3,2,2,1,8,1,8,2,6,3,3,1,2,2,5,1,3,0,3,3,3,2,2,3,1,0,0,1,3,4,0
R_cell_873,5,2,5,7,0,1,3,5,0,0,6,5,1,10,4,2,7,1,7,4,8,5,26,21,6,16,55,14,7,17,6,3,5,0,3,5,1,1,1,3,5,5,3,2,2,5,3,2,7,1,7,4,0,1,1,5,3,4,3,3,0,3,5,8,6,1,1,2,3,1,2,1,2,3,2,1,4,4,3,4,5,2,0,3,0,7,5,2,4,6,5,4,1,1,0,2,2,2,7,1
R_cell_874,3,2,3,8,5,1,0,2,3,1,27,25,8,13,23,7,13,20,29,5,3,0,3,3,1,4,5,1,2,7,12,3,1,2,2,5,4,2,4,1,1,3,2,3,3,2,7,4,3,3,2,2,1,6,0,1,2,7,0,5,2,3,2,1,4,4,0,4,7,4,0,3,3,1,4,9,2,7,2,1,5,0,1,3,2,7,3,3,1,5,5,3,3,5,1,1,1,0,2,1
R_cell_875,10,15,20,27,0,4,8,22,10,1,9,10,3,3,8,3,3,0,4,2,0,1,3,3,2,2,5,1,2,6,16,1,2,0,2,9,1,2,3,8,1,12,5,5,5,5,4,4,0,1,3,2,1,3,3,1,5,7,2,3,0,1,2,6,4,4,1,7,6,1,0,3,0,2,1,4,0,3,11,0,4,0,1,3,2,2,2,1,6,4,4,1,2,4,2,1,2,3,3,4
R_cell_876,15,9,7,40,1,5,9,11,19,8,1,3,3,4,2,2,4,0,2,3,1,2,9,1,2,3,2,6,5,9,13,3,1,2,3,9,2,1,4,6,4,1,3,4,6,2,3,4,5,6,3,3,4,2,2,5,4,7,1,4,0,2,4,6,2,1,4,0,7,2,0,2,3,2,2,8,3,2,5,2,1,1,3,4,1,1,0,9,3,5,3,2,1,0,0,1,2,4,2,3
R_cell_877,1,2,4,5,0,0,5,1,3,1,14,5,3,8,3,2,7,2,2,2,9,10,31,24,10,5,30,4,31,6,17,1,2,1,1,3,4,1,2,1,3,7,0,2,2,3,4,5,5,8,6,4,0,2,1,2,1,9,2,5,2,1,3,2,3,2,0,3,3,2,3,2,0,6,4,3,1,8,6,1,6,7,3,1,0,2,2,4,6,2,4,4,3,3,0,0,0,2,4,1
R_cell_878,12,10,15,16,2,6,5,11,26,2,6,3,4,4,6,3,3,1,4,4,2,5,3,1,3,3,1,3,5,2,7,3,4,2,5,8,4,1,1,2,3,10,3,1,3,3,6,2,6,2,3,7,0,5,2,3,1,5,4,4,0,1,1,5,5,3,1,0,3,4,0,0,3,3,2,3,0,4,8,5,0,4,1,1,1,1,1,1,4,2,6,2,2,2,2,1,1,1,8,2
R_cell_879,3,2,4,3,1,0,6,1,3,4,6,5,2,15,4,2,3,1,1,2,2,14,30,30,23,23,34,6,21,6,15,2,1,2,5,5,2,2,0,5,8,9,4,3,3,5,2,2,3,2,3,4,2,3,2,2,5,7,3,3,0,2,2,1,0,6,4,1,8,2,0,0,3,2,1,15,2,2,7,2,3,0,4,1,0,2,5,1,3,4,1,1,2,1,1,2,3,2,5,1
R_cell_880,4,1,2,8,0,0,5,4,2,1,6,5,0,5,3,0,3,1,6,0,12,10,25,32,21,17,21,6,14,10,8,1,1,4,1,10,1,4,1,3,6,3,1,2,3,3,3,1,1,2,2,5,1,3,1,2,1,5,1,9,0,2,2,3,2,7,8,1,2,4,2,2,0,0,4,1,1,3,1,1,5,1,1,0,4,3,5,0,4,2,3,3,1,4,0,0,1,1,3,3
R_cell_881,3,0,8,4,1,2,6,3,4,2,36,29,18,13,9,4,15,5,45,6,0,5,6,3,4,3,1,4,3,0,17,0,2,2,4,4,3,2,2,5,2,6,6,2,4,3,4,8,3,4,1,1,4,1,5,2,0,4,1,11,0,2,2,5,4,4,4,3,5,4,3,2,2,6,4,3,4,3,8,1,8,2,1,3,1,3,3,8,13,5,3,3,3,3,1,1,1,0,2,0
R_cell_882,4,1,7,7,0,1,1,2,2,2,3,3,2,8,6,1,2,1,4,1,7,0,4,3,1,2,2,5,4,2,7,1,2,3,9,12,2,0,1,4,14,5,1,23,17,9,9,2,19,7,4,2,2,1,1,1,2,3,0,5,1,2,2,6,2,1,1,3,6,5,0,2,0,2,2,6,0,5,0,3,2,2,5,1,0,6,3,3,6,8,8,5,7,3,0,2,0,1,3,2
R_cell_883,2,1,2,3,3,1,5,2,5,2,4,7,1,6,4,1,3,1,8,1,4,1,4,2,0,3,5,6,3,2,17,6,14,9,10,20,9,5,21,38,2,4,0,2,1,5,5,8,8,3,4,6,2,1,2,2,3,8,2,5,3,6,2,2,5,4,3,4,8,3,0,0,0,3,2,4,2,4,3,1,5,1,0,4,1,3,4,8,7,3,6,5,2,4,0,0,0,1,8,4
R_cell_884,1,0,2,8,1,1,5,2,4,0,28,18,12,12,16,8,20,9,21,15,0,6,7,2,1,5,3,7,2,1,12,3,1,3,3,11,3,2,2,5,5,4,0,1,2,2,5,2,5,4,1,5,0,2,2,1,3,9,0,6,0,2,8,7,3,2,1,0,0,2,4,1,2,3,5,7,3,5,7,4,2,2,4,2,2,5,4,4,9,2,5,3,3,0,0,0,2,3,2,2
R_cell_885,4,0,3,6,3,0,2,3,6,0,3,7,3,7,1,2,1,3,4,4,2,0,5,1,0,2,2,2,5,5,6,3,3,2,1,6,4,0,2,4,38,10,4,26,7,14,10,14,39,11,1,3,0,3,1,2,5,8,1,6,4,1,3,4,3,4,2,0,0,3,2,3,1,9,4,4,3,3,6,0,0,2,2,2,2,5,3,2,5,3,8,6,2,0,1,0,0,2,4,1
R_cell_886,0,1,6,15,0,2,4,2,3,1,5,6,5,5,5,4,6,1,4,1,2,1,7,3,1,4,0,4,7,4,28,6,11,3,11,11,17,6,17,91,3,3,1,5,6,1,7,5,2,2,2,3,3,2,3,1,1,9,0,4,2,4,5,5,8,2,1,1,7,2,3,0,1,2,3,7,0,4,2,3,3,0,2,7,1,2,2,4,4,3,3,3,1,3,1,1,1,1,0,2
R_cell_887,6,1,7,6,2,1,6,7,1,1,6,1,5,3,2,1,2,1,7,3,0,1,9,1,1,2,4,2,7,3,46,11,10,11,11,18,5,7,17,58,5,5,2,2,3,4,11,2,4,0,1,10,0,2,0,1,2,1,0,14,1,3,4,6,7,6,3,1,4,4,2,4,3,7,2,5,1,2,3,0,4,1,4,0,1,1,0,0,2,2,5,1,1,2,1,3,1,0,4,2
R_cell_888,6,1,2,4,1,2,5,1,3,1,6,3,3,6,0,1,8,1,5,3,2,0,3,3,1,1,3,2,2,0,15,4,31,3,5,17,12,12,13,88,6,3,0,1,3,1,3,3,10,4,5,2,1,3,1,2,0,7,4,2,1,1,3,4,2,5,2,1,4,0,0,2,8,2,2,3,0,5,2,3,5,3,0,3,2,3,2,2,3,3,2,4,2,3,2,1,2,1,2,0
R_cell_889,3,3,2,6,1,0,5,1,4,1,9,3,1,5,5,3,5,2,3,3,3,5,4,4,2,3,6,5,0,3,25,3,2,0,2,2,5,5,5,3,16,11,4,19,5,16,16,16,22,10,10,6,0,1,4,0,1,4,1,6,0,2,2,6,5,4,4,1,5,1,1,2,1,4,2,5,1,2,2,4,0,0,5,4,1,4,2,2,0,3,1,3,2,1,2,0,0,1,2,2
R_cell_890,3,3,10,3,1,0,2,1,1,2,0,1,1,5,3,2,3,1,1,2,8,6,27,21,12,10,24,4,9,11,7,1,6,1,2,4,6,0,0,3,1,8,2,1,2,4,10,2,3,5,1,5,0,2,4,1,1,6,1,9,1,0,4,4,4,4,2,6,2,2,0,1,3,2,1,2,1,8,1,1,3,2,3,3,0,4,0,2,5,2,5,0,0,3,0,0,2,4,1,3
R_cell_891,4,3,5,4,0,1,2,5,0,4,2,6,3,5,2,1,3,3,2,1,7,7,17,12,9,16,30,9,10,13,7,6,2,2,5,6,2,1,2,7,3,4,0,1,2,3,8,1,6,4,6,4,2,6,3,5,3,5,2,9,0,4,1,0,7,2,3,0,7,1,0,1,0,4,5,5,3,3,4,4,3,0,5,1,1,1,1,3,5,2,6,1,0,4,2,0,0,0,2,0
R_cell_892,1,1,3,3,0,2,0,1,3,0,14,3,4,9,3,3,6,2,5,4,3,1,5,0,3,2,5,1,0,3,15,2,3,1,5,4,3,2,1,3,12,15,6,16,8,12,24,17,28,10,1,1,2,2,0,0,0,4,1,3,4,1,4,2,7,7,1,2,1,0,1,2,1,6,3,8,3,1,7,6,2,4,2,2,1,2,2,3,5,2,4,3,1,3,3,2,1,3,0,1
R_cell_893,1,0,6,3,0,1,6,2,3,0,3,3,5,6,5,0,1,1,2,6,1,0,8,0,1,3,1,2,6,4,30,11,14,5,13,33,21,9,13,51,4,6,1,4,5,2,4,1,10,3,4,2,0,2,1,4,3,9,1,7,1,5,2,4,5,12,1,2,8,1,0,2,2,4,3,3,1,2,4,0,0,3,0,4,2,3,2,6,3,2,5,3,2,1,3,0,2,0,7,1
R_cell_894,2,1,4,4,0,3,6,4,3,0,3,1,9,3,2,1,6,0,2,0,2,14,39,22,19,3,42,14,11,12,6,7,4,1,4,1,2,2,1,1,11,5,5,3,2,0,6,1,6,2,1,5,0,3,5,1,5,4,2,3,1,2,2,4,7,1,3,3,5,1,0,3,1,2,3,1,1,4,6,0,0,1,1,3,1,3,2,2,3,4,2,3,1,0,2,0,0,0,1,1
R_cell_895,3,0,8,4,2,1,3,3,4,4,3,2,1,13,4,0,4,3,4,1,1,4,11,3,3,3,3,3,2,2,24,5,19,13,12,12,12,15,18,144,3,4,3,2,5,6,3,4,2,0,0,3,1,3,2,5,1,5,2,2,1,2,4,2,4,7,4,2,12,2,1,0,2,1,3,2,4,6,1,5,3,3,2,1,1,4,0,5,3,1,5,3,0,2,2,2,1,1,2,1
R_cell_896,2,0,3,9,0,3,3,3,0,1,1,1,2,2,3,4,2,0,7,0,1,3,7,2,2,7,1,7,3,3,12,2,1,1,4,9,4,0,1,1,33,9,4,24,8,20,21,10,41,11,2,3,0,1,0,2,2,8,5,10,1,0,4,4,3,0,2,4,2,4,1,1,0,6,2,4,0,2,3,2,4,0,2,2,1,4,1,4,3,1,5,1,2,4,4,2,0,1,1,1
R_cell_897,3,2,4,8,3,1,5,3,3,3,7,0,2,6,1,1,9,1,4,0,1,2,4,4,6,2,4,5,2,1,8,2,4,2,1,9,3,2,2,4,29,3,5,23,6,4,27,17,16,19,8,0,3,3,3,1,4,5,4,3,0,5,3,7,6,3,1,0,5,4,4,1,4,3,1,3,1,1,5,5,2,1,0,0,0,2,2,2,2,5,9,1,0,5,0,0,0,1,4,2
R_cell_898,10,13,16,38,2,4,10,3,18,2,4,4,4,7,3,2,5,1,4,1,4,3,5,2,1,0,1,4,5,5,5,3,2,3,2,3,4,4,4,4,7,8,1,3,4,0,7,7,5,1,1,2,4,2,2,1,2,3,2,2,1,1,9,2,3,6,1,1,9,5,3,0,0,6,2,2,2,3,7,2,3,1,3,1,1,3,2,3,5,1,4,2,3,2,0,0,2,4,3,0
R_cell_899,2,0,6,2,0,1,0,2,5,0,16,28,16,20,18,11,12,10,49,4,2,1,3,1,2,1,1,4,5,2,9,1,3,4,3,2,2,0,0,5,2,0,3,7,0,2,6,1,4,2,1,6,2,3,0,0,1,7,1,6,0,2,3,3,1,5,1,3,6,5,0,4,1,3,3,5,4,1,3,1,2,0,4,2,2,3,1,4,2,2,3,0,1,2,1,4,2,1,2,3
R_cell_900,0,2,4,3,0,0,4,0,1,1,8,2,6,5,4,4,6,4,6,3,3,4,7,0,4,1,6,4,4,5,8,1,2,2,9,3,3,2,3,1,37,19,1,17,6,3,17,17,24,12,4,5,0,5,0,2,1,8,2,8,0,1,2,4,4,8,2,1,6,1,2,3,3,3,8,3,2,1,3,5,4,2,1,3,2,4,1,1,5,0,3,10,5,3,0,0,1,2,7,4
R_cell_901,2,1,3,4,0,2,6,1,1,2,3,4,3,1,8,3,4,2,5,1,1,0,6,3,5,2,5,2,2,6,13,0,0,3,4,2,7,3,1,2,41,15,1,19,17,6,12,18,29,10,4,5,1,4,1,3,3,5,2,5,0,2,5,6,4,2,4,2,5,3,0,2,0,1,1,3,2,1,6,2,3,0,0,2,0,4,4,2,1,3,4,3,1,2,1,2,0,0,3,0
R_cell_902,3,0,3,6,0,1,4,1,2,1,3,5,4,12,3,1,2,2,2,1,1,0,8,1,1,3,2,6,3,5,22,6,8,2,11,21,11,15,38,42,5,2,2,3,2,2,2,2,2,5,2,5,3,1,4,0,1,9,0,11,2,1,2,1,6,3,1,0,3,3,1,4,0,2,3,4,1,2,6,5,2,2,2,3,2,1,1,2,2,2,2,2,2,2,4,2,0,2,3,5
R_cell_903,3,0,8,7,1,2,0,1,2,1,7,26,12,12,19,6,12,1,38,5,6,3,3,2,2,0,6,4,2,4,13,4,5,1,3,6,1,2,4,3,1,5,3,3,2,1,5,2,8,5,6,0,2,0,2,0,3,6,2,6,0,2,0,2,4,8,2,1,7,0,0,1,2,1,2,5,2,2,1,1,2,5,1,3,1,1,3,0,0,3,9,4,2,2,1,2,1,0,1,2
R_cell_904,0,1,5,1,1,2,5,4,2,1,8,9,3,9,1,1,3,1,4,1,5,1,33,14,5,16,15,8,20,10,9,6,1,4,6,7,3,0,1,3,2,5,2,7,3,2,8,2,3,5,1,2,3,0,2,2,5,8,1,5,1,2,2,1,3,5,0,2,10,0,1,1,1,4,3,2,3,3,6,5,7,2,5,1,2,3,3,7,6,5,4,4,3,2,2,4,3,3,7,0
R_cell_905,3,3,3,13,2,0,3,1,2,4,32,11,24,9,13,3,13,5,51,6,3,0,1,0,0,3,2,2,2,4,9,2,4,4,0,10,0,2,1,8,3,3,1,2,1,2,4,1,2,7,3,2,0,5,2,3,7,3,1,6,2,3,2,2,2,2,2,1,6,0,2,1,0,5,3,4,3,3,3,2,2,2,2,1,0,2,1,2,7,2,3,5,1,2,0,2,0,1,4,3
R_cell_906,0,1,4,4,0,2,2,0,2,1,21,34,7,16,10,5,18,4,97,12,2,2,11,4,0,2,1,2,3,6,7,1,3,1,1,0,0,0,3,3,4,4,0,3,0,3,8,1,5,2,5,4,1,0,2,0,9,7,1,3,1,0,3,3,4,5,4,3,5,1,0,0,3,2,3,2,5,4,4,3,6,3,1,2,2,5,1,3,4,5,8,3,2,2,2,0,3,2,1,5
R_cell_907,3,2,5,6,0,0,2,2,2,0,38,25,13,17,15,2,18,1,28,20,3,3,6,2,5,0,7,0,7,3,11,0,4,3,4,6,3,0,1,3,7,4,3,9,3,2,3,0,5,0,7,1,1,7,1,4,1,7,1,3,0,2,2,8,3,4,0,7,7,1,4,2,1,2,4,6,2,2,7,0,4,0,0,2,1,7,1,2,3,3,8,2,1,1,0,1,0,2,1,1
R_cell_908,1,0,2,5,1,1,3,7,1,2,4,1,4,10,4,0,1,0,4,3,3,7,5,0,1,2,2,0,5,3,7,5,4,3,4,6,2,2,4,12,18,6,2,19,10,18,10,8,37,35,5,5,0,3,8,3,6,7,6,4,0,4,1,6,3,7,1,1,6,2,0,1,0,6,3,3,3,0,4,3,3,0,3,3,6,0,1,7,3,3,5,0,4,3,2,1,2,3,4,0
R_cell_909,6,3,2,1,1,3,5,2,1,4,6,6,2,5,3,0,1,0,1,1,3,2,2,1,3,4,5,7,4,7,10,3,6,0,7,3,3,1,2,5,23,22,7,23,7,13,16,20,39,13,3,4,2,4,1,0,2,12,1,7,2,7,1,5,6,9,3,1,7,3,0,0,2,6,3,5,2,3,6,2,2,1,5,1,1,2,1,5,5,3,3,7,7,3,3,2,2,4,2,1
