,gene_0,gene_1,gene_2,gene_3,gene_4,gene_5,gene_6,gene_7,gene_8,gene_9,gene_10,gene_11,gene_12,gene_13,gene_14,gene_15,gene_16,gene_17,gene_18,gene_19,gene_20,gene_21,gene_22,gene_23,gene_24,gene_25,gene_26,gene_27,gene_28,gene_29,gene_30,gene_31,gene_32,gene_33,gene_34,gene_35,gene_36,gene_37,gene_38,gene_39,gene_40,gene_41,gene_42,gene_43,gene_44,gene_45,gene_46,gene_47,gene_48,gene_49,gene_50,gene_51,gene_52,gene_53,gene_54,gene_55,gene_56,gene_57,gene_58,gene_59,gene_60,gene_61,gene_62,gene_63,gene_64,gene_65,gene_66,gene_67,gene_68,gene_69,gene_70,gene_71,gene_72,gene_73,gene_74,gene_75,gene_76,gene_77,gene_78,gene_79,gene_80,gene_81,gene_82,gene_83,gene_84,gene_85,gene_86,gene_87,gene_88,gene_89,gene_90,gene_91,gene_92,gene_93,gene_94,gene_95,gene_96,gene_97,gene_98,gene_99
Q_cell_851,12,10,18,40,2,5,13,3,17,3,6,10,2,3,3,0,7,3,2,1,7,1,4,1,3,3,1,1,3,5,22,3,3,2,2,7,5,0,2,6,5,2,1,1,4,4,9,2,5,2,4,6,0,4,3,0,4,9,1,9,0,1,1,1,8,5,4,2,7,1,1,1,2,3,8,9,2,2,1,5,4,1,3,4,0,6,3,5,0,10,2,2,1,1,2,0,0,5,6,1
Q_cell_852,3,2,5,10,1,1,2,3,2,4,8,12,4,4,10,4,6,4,7,2,6,11,40,17,15,8,88,12,19,6,19,2,3,1,1,4,4,2,1,9,3,10,2,3,2,6,8,4,5,4,1,4,2,3,0,2,7,7,3,7,0,4,7,11,10,4,8,4,7,6,3,0,1,6,13,5,2,1,6,5,2,2,5,0,1,2,2,6,2,5,1,2,1,4,2,1,4,3,2,1
Q_cell_853,24,10,8,24,5,6,10,11,14,4,14,4,6,4,5,2,0,3,5,2,1,2,3,7,1,5,3,1,6,6,23,2,1,5,5,5,2,2,7,7,4,2,3,0,2,3,5,2,2,2,5,5,3,2,0,2,4,4,0,8,1,1,2,4,1,7,2,1,8,1,1,0,5,6,10,10,2,6,5,4,4,2,6,3,2,3,1,3,4,5,6,8,1,5,1,1,3,1,2,2
Q_cell_854,2,3,3,2,0,1,6,2,4,1,5,8,3,4,4,2,6,1,8,8,9,7,33,33,29,4,43,6,11,11,12,3,2,0,1,7,9,2,3,10,0,5,0,6,6,7,3,4,2,7,5,10,2,3,1,1,4,13,2,4,0,0,6,9,4,10,12,3,5,0,2,3,2,3,3,10,0,4,9,2,6,1,5,5,2,3,1,1,5,5,0,2,0,4,0,0,6,6,9,0
Q_cell_855,10,2,6,6,1,1,3,3,4,0,2,6,2,5,2,7,7,0,13,1,0,2,1,1,2,5,3,2,0,2,76,5,18,10,12,16,11,13,42,99,2,4,2,0,3,2,9,7,6,1,3,7,3,3,2,4,1,11,1,6,1,2,4,6,3,5,4,1,2,1,1,0,3,5,3,8,4,7,6,2,7,5,8,1,0,4,3,1,1,4,2,1,2,6,1,0,7,2,3,3
Q_cell_856,4,2,6,2,0,1,4,1,6,3,27,27,6,8,44,16,20,12,70,16,4,4,6,0,4,5,17,3,0,4,15,4,2,1,1,3,3,4,4,10,3,5,1,2,6,5,2,1,3,3,6,10,2,1,1,1,2,23,3,5,2,3,6,2,5,6,7,4,7,5,0,2,5,5,3,11,2,2,5,5,3,3,5,3,0,9,7,1,2,2,1,4,4,5,2,0,1,2,7,0
Q_cell_857,4,1,4,7,1,1,2,0,3,2,3,5,4,4,1,4,7,2,5,6,6,0,6,2,3,5,3,3,2,4,35,11,16,8,9,12,15,8,22,45,5,8,2,5,6,5,1,2,3,2,2,3,2,3,3,1,0,15,4,1,1,3,1,4,4,4,3,6,7,4,3,1,2,7,5,6,3,8,9,3,4,5,4,3,3,4,2,4,7,4,11,3,0,1,0,2,2,5,6,1
Q_cell_858,5,5,1,3,1,2,11,0,2,3,5,5,2,11,10,4,9,1,6,4,3,3,3,4,4,2,2,6,2,6,17,2,3,1,8,8,7,1,1,10,24,16,9,23,12,5,12,8,20,12,2,5,6,3,2,6,5,15,5,14,0,1,5,3,1,2,2,6,4,2,2,0,0,5,6,2,1,5,3,0,11,3,3,1,1,4,1,1,0,8,4,5,2,4,1,0,1,4,7,2
Q_cell_859,19,7,8,24,3,1,13,4,7,8,6,7,5,15,4,3,7,0,3,1,1,2,8,4,8,2,0,5,1,4,14,0,0,2,1,8,3,0,5,13,10,4,3,1,8,4,9,4,6,4,6,4,3,2,2,2,3,6,2,6,0,3,5,8,12,9,2,6,2,3,1,2,2,0,4,6,4,6,9,8,5,2,1,1,2,3,1,1,9,3,5,2,2,4,0,1,4,2,1,3
Q_cell_860,2,4,3,7,2,1,8,2,1,0,26,34,5,20,29,27,14,9,47,19,1,1,4,7,0,6,4,0,4,2,17,4,1,3,3,3,1,0,1,4,4,3,2,4,4,2,1,1,2,0,4,4,0,3,7,0,3,10,5,7,0,4,6,3,8,8,4,0,5,4,0,0,0,3,8,6,3,8,5,2,6,0,1,1,0,3,2,3,3,1,4,0,2,3,0,1,1,1,17,0
Q_cell_861,4,0,2,9,4,0,2,0,6,3,8,4,7,4,4,2,3,3,2,1,7,14,15,9,20,11,72,9,20,9,17,4,1,7,7,1,5,3,2,4,2,9,3,0,2,0,3,4,2,6,6,7,5,2,3,3,0,30,1,8,0,1,0,0,7,10,2,1,9,2,1,3,3,4,3,9,6,2,7,3,7,4,2,2,0,4,2,1,3,5,2,1,1,1,0,3,1,2,7,4
Q_cell_862,1,1,2,4,2,3,2,4,2,0,3,8,5,7,8,3,4,2,7,1,4,0,5,1,4,8,5,4,5,2,60,13,11,6,10,12,16,13,17,110,2,7,1,4,1,5,9,5,5,4,2,7,1,4,6,1,4,4,3,8,0,1,5,1,6,8,3,3,5,2,2,0,0,3,3,9,1,4,5,9,4,2,4,0,0,2,3,3,5,3,2,1,2,6,0,0,1,3,2,0
Q_cell_863,12,5,17,30,3,6,17,10,16,5,4,4,2,4,3,2,5,2,6,2,4,7,3,1,2,1,8,8,7,1,6,1,0,1,4,3,3,4,2,4,8,6,4,5,3,2,9,2,3,5,10,2,4,2,2,5,3,12,2,7,0,7,7,3,4,5,10,2,8,3,1,0,1,4,1,4,3,0,3,6,9,3,2,3,2,6,0,3,1,4,8,1,4,3,0,0,2,1,7,2
Q_cell_864,8,2,3,11,0,1,9,0,1,4,6,3,3,2,3,8,6,3,4,0,4,7,7,5,1,4,9,3,1,4,28,6,10,6,7,6,24,12,22,88,8,2,5,4,4,4,6,2,3,5,4,4,1,0,2,3,6,14,2,5,0,2,3,6,5,5,0,2,1,3,3,1,3,4,6,8,1,2,6,6,5,4,2,4,1,3,1,8,2,4,5,6,2,5,4,2,0,6,4,3
Q_cell_865,7,3,5,11,2,2,5,1,1,2,5,7,2,14,7,1,15,2,1,0,2,6,7,3,6,1,4,2,7,2,44,3,10,12,11,21,16,14,35,128,2,3,4,5,6,4,10,1,6,7,3,5,0,5,1,2,2,13,2,7,2,5,2,5,3,5,4,2,8,4,4,3,2,6,4,5,3,3,9,7,4,3,2,2,0,9,5,1,1,3,5,1,6,1,2,1,1,3,6,2
Q_cell_866,2,0,6,6,2,1,5,3,3,2,9,5,3,8,5,6,8,3,5,5,12,12,20,20,15,18,26,13,14,4,12,1,4,5,6,3,4,2,5,8,4,1,0,4,1,2,7,3,2,2,9,3,1,4,1,1,1,22,1,3,0,3,0,1,11,9,4,1,5,3,0,0,5,4,5,8,3,3,8,5,2,3,0,6,1,4,1,1,4,2,1,2,4,2,1,2,3,3,3,1
Q_cell_867,6,3,3,3,0,1,2,1,2,4,5,7,5,9,5,3,6,1,0,4,7,2,14,2,3,2,14,1,9,2,79,3,17,15,13,20,23,10,36,133,6,3,1,4,3,2,6,3,2,3,6,8,3,3,3,2,2,8,5,4,0,4,3,9,8,11,4,3,8,2,1,1,2,7,7,4,1,3,8,2,6,1,2,2,2,6,0,0,3,3,4,3,5,2,1,1,1,0,4,1
Q_cell_868,11,1,3,1,1,4,2,4,4,0,5,6,2,4,4,5,6,3,2,2,2,7,47,31,23,12,81,6,14,29,11,3,4,1,3,9,8,1,0,19,14,5,1,4,6,10,7,2,4,5,4,5,3,5,2,4,0,9,5,8,1,2,3,4,8,8,5,2,2,3,2,1,0,9,6,2,3,7,4,3,5,1,2,4,1,1,2,0,5,5,7,3,2,0,0,4,2,3,5,2
Q_cell_869,1,1,2,6,2,2,1,1,1,7,5,7,5,17,3,1,1,3,1,4,2,2,3,0,7,2,3,2,9,9,17,6,2,2,5,8,2,3,2,7,32,18,2,23,5,21,18,13,18,11,4,10,1,1,0,2,3,14,4,7,1,2,1,2,2,2,3,0,4,3,2,1,0,2,13,5,6,5,9,3,2,3,2,2,4,10,3,0,0,2,3,5,5,4,3,1,4,3,3,3
Q_cell_870,7,1,1,7,1,2,1,1,2,0,8,8,7,7,2,3,5,3,2,4,0,0,10,2,0,3,7,1,0,5,88,6,11,9,2,10,17,11,27,47,11,16,4,1,3,5,2,2,7,2,6,8,4,1,3,2,1,4,2,4,0,5,4,4,5,5,8,0,3,3,6,2,2,7,2,0,5,6,5,4,5,6,3,1,0,1,4,3,3,1,3,4,2,0,3,0,1,2,9,1
Q_cell_871,27,13,10,51,3,2,29,7,9,6,7,9,2,4,3,3,3,3,4,2,3,0,7,2,4,2,6,3,3,1,19,2,5,2,4,8,3,3,2,11,6,8,0,3,4,3,1,4,2,4,5,5,3,0,0,2,3,9,1,8,0,2,2,9,9,8,3,1,5,3,0,3,2,4,4,11,0,4,7,4,4,3,4,3,3,7,2,1,4,10,7,4,1,4,0,0,1,2,7,0
Q_cell_872,2,2,2,3,0,1,7,5,1,3,3,6,2,5,8,1,3,5,7,1,2,2,3,0,5,2,4,2,2,4,7,4,1,0,4,3,2,6,5,5,61,14,4,9,7,26,10,3,47,14,5,3,5,4,1,4,5,5,2,4,1,0,8,12,3,8,3,1,10,3,1,1,0,7,8,4,3,1,4,4,4,3,4,1,1,8,4,4,3,6,5,0,2,5,1,0,1,6,2,0
Q_cell_873,14,11,17,45,5,7,8,4,15,2,10,7,1,2,7,3,4,2,5,1,3,3,3,4,1,10,4,7,4,3,23,3,1,1,4,7,6,1,4,4,9,3,1,6,1,10,3,3,3,2,6,5,1,2,1,0,4,9,6,3,4,3,1,4,6,7,1,2,4,2,3,2,3,4,10,10,3,3,6,1,2,6,1,0,4,7,6,1,4,0,1,5,3,4,0,0,4,4,3,3
Q_cell_874,14,4,5,93,2,2,19,10,6,2,5,7,0,5,6,1,1,1,2,4,5,4,6,4,5,5,4,5,6,2,15,2,4,2,4,7,2,3,1,6,8,1,2,5,4,5,6,3,8,2,6,2,0,0,3,1,5,22,2,8,3,4,2,9,4,5,3,1,2,2,2,2,3,2,2,5,5,2,5,7,4,7,6,4,1,10,2,2,4,2,1,3,3,2,1,2,1,3,8,4
Q_cell_875,6,1,3,9,0,3,4,3,3,4,1,1,3,9,4,0,1,1,1,2,7,20,33,25,18,12,37,8,14,6,21,2,6,2,5,4,5,1,5,6,3,5,2,3,4,7,4,2,3,9,3,7,1,6,3,4,0,18,5,9,0,4,2,1,4,3,6,3,0,5,1,0,2,8,5,3,3,2,1,0,11,2,6,1,1,5,1,3,3,5,5,4,3,4,1,0,2,2,6,0
Q_cell_876,3,1,1,5,0,1,3,1,1,2,5,2,6,9,3,2,4,3,5,4,3,4,15,2,4,4,5,4,0,1,103,3,13,8,4,15,15,10,30,89,9,1,0,2,4,7,14,4,3,9,3,2,1,4,2,2,3,11,1,7,3,3,1,2,8,4,3,2,3,6,1,1,2,6,12,5,5,2,13,5,16,7,1,7,2,5,6,6,10,3,3,1,2,9,2,0,2,2,1,2
Q_cell_877,1,1,2,2,3,1,5,1,1,2,3,5,2,7,3,0,4,3,8,4,6,5,5,3,6,4,2,3,3,9,33,5,7,6,3,21,18,16,25,169,12,2,2,7,4,5,2,3,5,4,6,3,0,4,2,3,2,9,5,6,1,2,5,1,8,2,3,2,10,6,2,0,3,5,9,7,5,8,13,2,6,2,0,3,2,8,4,0,4,4,3,0,4,4,0,0,2,1,5,1
Q_cell_878,8,1,1,10,2,2,3,2,1,0,6,6,1,12,15,2,2,3,8,2,9,7,27,32,9,5,46,8,7,8,15,3,2,0,8,4,8,1,1,10,7,3,0,4,3,4,7,3,10,1,3,5,2,1,3,1,2,9,2,2,2,6,1,3,4,13,5,4,3,2,1,0,2,9,5,1,5,4,16,3,8,2,6,2,6,5,3,2,9,3,4,1,3,3,1,3,2,0,3,2
Q_cell_879,6,2,1,3,3,1,2,3,0,2,11,7,4,1,2,3,0,3,9,0,10,19,41,10,21,18,37,8,16,10,3,3,1,2,15,5,3,1,2,9,5,4,2,2,4,5,4,4,4,6,6,1,2,5,4,4,1,5,2,6,0,1,0,6,3,8,1,2,3,3,0,1,0,5,4,4,4,8,5,6,1,3,3,1,2,7,3,3,5,4,9,4,3,4,0,2,3,3,7,1
Q_cell_880,10,13,28,36,5,2,14,13,7,4,10,12,6,9,10,1,7,4,4,3,3,1,10,2,4,6,17,1,8,1,13,2,1,3,3,8,5,4,2,6,3,6,0,4,6,3,4,5,5,6,0,5,2,3,5,1,4,8,5,2,1,3,1,7,8,7,5,3,4,2,1,2,5,3,9,3,3,5,13,9,6,2,3,2,0,6,1,4,2,5,6,2,4,1,1,1,0,2,9,0
Q_cell_881,12,8,5,3,1,1,1,1,2,0,10,6,3,5,5,2,8,2,3,7,6,3,8,1,2,3,5,4,9,3,14,5,3,3,6,5,5,1,7,3,16,11,3,21,19,17,9,18,53,30,5,4,0,8,1,1,3,21,2,3,2,0,5,4,15,5,1,2,8,5,1,1,3,4,15,0,4,4,11,3,6,2,3,1,0,9,0,1,3,2,1,5,1,2,2,0,0,3,4,1
Q_cell_882,1,0,1,9,2,1,0,3,6,4,6,7,1,4,10,0,4,0,4,5,10,9,31,28,29,18,68,5,12,7,17,2,2,4,6,2,3,2,4,7,3,1,2,4,4,9,5,0,1,8,1,8,2,7,3,4,3,10,3,4,1,1,3,8,6,3,4,3,3,7,0,1,5,6,7,5,1,4,3,3,3,6,2,5,1,2,3,3,3,5,3,1,3,3,0,2,2,4,3,0
Q_cell_883,19,7,9,33,7,6,5,9,36,2,2,7,2,4,2,1,3,4,2,2,5,1,5,0,9,1,5,2,4,1,8,3,3,5,3,4,3,2,3,2,9,3,0,6,3,4,3,4,3,1,10,4,1,7,1,5,6,7,5,9,1,2,0,9,6,5,1,0,2,3,0,0,2,2,4,8,9,4,1,5,7,4,2,3,0,5,0,4,2,1,1,1,2,7,1,1,3,3,5,1
Q_cell_884,3,0,1,10,0,0,1,5,4,2,29,35,9,7,33,11,37,13,46,17,6,2,3,3,5,2,0,8,7,4,20,0,0,2,4,1,8,2,4,6,9,4,0,2,2,3,8,4,9,4,3,4,2,7,1,1,1,5,2,8,0,1,3,7,4,6,10,2,9,1,1,0,0,3,5,7,6,6,13,9,11,5,0,2,0,1,2,1,2,7,8,1,0,4,2,2,1,3,9,1
Q_cell_885,5,5,1,9,1,1,1,1,3,0,21,22,13,21,37,8,45,5,30,5,2,3,8,4,2,4,8,5,5,2,20,1,3,0,12,9,9,2,6,10,5,5,1,1,9,2,11,0,0,4,2,2,4,5,2,6,4,8,4,4,1,3,4,9,5,5,5,2,0,0,2,1,0,3,4,5,3,8,10,5,3,3,2,3,4,10,3,3,3,1,1,1,1,2,1,2,0,1,6,1
Q_cell_886,16,34,22,17,5,5,8,9,38,9,9,10,6,8,4,1,1,4,5,1,1,2,3,4,2,7,4,5,2,0,14,2,1,1,10,3,3,4,6,7,12,3,5,5,2,4,3,4,5,1,4,3,4,1,5,4,2,10,3,7,2,6,2,3,5,3,3,4,1,3,1,0,1,4,8,2,1,7,3,4,1,3,2,1,2,5,4,6,7,3,5,3,0,3,0,0,1,3,3,3
Q_cell_887,14,0,0,5,0,0,8,3,1,3,35,42,11,26,37,16,12,19,30,7,5,1,13,3,1,3,8,4,9,5,14,1,1,4,7,7,3,0,2,13,1,3,1,4,4,2,3,3,3,2,5,9,2,2,0,4,2,5,6,15,1,9,3,3,4,9,2,1,7,2,1,1,5,3,5,9,2,3,7,2,5,3,4,3,0,1,1,4,2,1,0,2,6,4,2,2,2,3,6,0
Q_cell_888,3,0,4,4,2,1,3,3,1,3,6,8,1,3,3,3,6,3,5,1,4,6,31,6,30,26,58,13,15,4,6,2,2,2,2,5,1,2,3,6,3,3,3,4,3,2,8,8,2,5,3,5,3,7,1,0,5,4,8,4,4,2,3,4,11,9,9,2,1,8,2,2,2,4,1,6,1,5,9,5,8,1,2,1,1,9,1,2,2,2,4,1,1,7,1,1,0,2,3,2
Q_cell_889,4,1,3,7,2,2,8,4,0,1,1,7,7,4,6,1,3,2,6,2,9,9,22,15,17,24,89,10,15,5,9,2,1,4,2,3,4,1,3,8,2,3,2,2,8,6,1,1,2,4,2,6,3,1,5,2,1,18,1,2,1,2,3,3,6,3,6,2,4,4,0,2,2,3,8,6,1,4,4,5,0,3,2,3,2,10,2,5,9,2,13,3,2,0,1,1,2,0,2,1
Q_cell_890,5,5,3,2,1,2,8,3,0,3,4,5,0,17,9,6,5,4,2,3,9,12,64,12,33,12,42,7,11,10,13,1,0,4,3,8,4,3,2,6,4,3,2,2,1,2,7,3,6,7,6,4,4,1,6,5,2,15,4,4,0,3,2,5,3,2,1,1,9,4,2,2,1,5,9,8,2,5,5,1,5,2,2,2,1,5,5,9,3,3,6,1,4,1,1,0,2,3,7,2
Q_cell_891,3,0,5,6,3,1,5,3,0,6,7,13,2,8,12,0,10,2,9,4,1,3,2,7,2,6,3,5,4,2,9,8,4,2,2,5,7,4,4,5,32,15,0,7,4,18,29,26,39,39,6,8,2,3,6,1,2,18,3,10,1,2,5,2,5,4,4,3,5,6,2,0,1,6,3,7,3,7,7,2,3,4,1,2,2,9,2,1,7,3,7,3,2,1,1,2,3,1,3,3
Q_cell_892,0,2,4,13,0,0,3,5,4,1,4,9,2,4,5,2,3,4,2,3,7,3,6,1,0,2,7,6,7,1,66,7,15,11,13,24,21,14,47,56,3,3,4,1,4,10,6,5,5,9,2,0,0,3,2,3,2,8,3,4,0,4,4,4,7,7,2,1,1,4,1,0,0,5,5,8,1,3,4,6,3,1,5,2,4,5,2,1,1,3,6,4,4,4,0,0,1,0,1,0
Q_cell_893,7,1,6,4,3,0,8,1,1,1,5,5,8,10,3,3,5,5,9,7,8,11,23,13,31,15,48,6,17,6,6,2,3,8,2,2,9,1,3,6,5,2,0,3,2,1,7,0,7,1,5,4,1,1,4,3,2,13,2,8,2,2,2,5,9,2,1,1,4,4,0,1,1,4,4,4,3,7,1,4,7,2,4,0,1,15,4,4,4,4,0,1,3,10,0,1,1,2,6,0
Q_cell_894,14,9,7,30,0,4,25,8,16,2,8,6,2,4,4,2,3,2,2,6,1,5,6,6,6,1,2,1,6,1,15,8,1,2,11,7,6,0,3,7,6,2,2,1,3,2,7,8,4,1,3,4,3,3,1,1,2,14,3,4,0,1,3,3,28,3,2,3,4,0,1,0,0,4,5,8,0,4,7,3,4,10,3,1,4,6,2,4,7,5,7,0,3,3,4,1,2,1,7,0
Q_cell_895,6,1,2,8,3,0,2,4,5,4,4,10,5,5,1,2,4,6,11,0,14,13,22,11,16,16,24,6,16,6,9,4,2,2,5,10,5,5,1,18,11,4,0,5,11,3,5,5,8,2,4,8,0,2,5,1,1,11,1,7,0,2,3,1,3,7,2,0,7,0,2,3,1,1,10,8,4,8,14,5,3,2,3,0,1,3,3,4,4,3,7,5,3,2,2,1,1,1,10,1
Q_cell_896,4,0,3,5,0,1,3,5,1,2,5,5,4,2,1,0,5,4,5,2,4,0,4,5,3,3,5,6,8,1,25,8,2,2,5,5,5,2,3,3,27,16,3,7,13,37,11,24,24,28,5,10,5,5,3,3,1,8,1,4,5,0,3,3,3,3,3,2,11,3,1,1,2,3,2,6,7,6,5,4,5,7,1,0,1,5,3,1,10,7,1,1,3,4,1,0,0,3,13,1
Q_cell_897,4,1,5,6,3,0,0,1,3,6,22,57,5,31,45,11,15,9,26,22,6,0,8,4,6,6,6,2,3,7,15,1,5,2,5,5,12,4,6,5,8,7,4,1,2,4,6,1,3,5,4,1,1,1,1,0,2,13,8,4,0,3,2,4,3,5,4,4,5,2,2,1,1,1,5,3,2,7,5,3,5,2,4,2,1,4,1,3,7,3,2,5,4,3,1,0,0,5,4,0
Q_cell_898,8,12,13,17,7,6,11,5,11,1,6,8,0,0,14,4,5,2,6,4,5,3,3,0,4,2,7,1,1,2,19,0,2,1,7,5,7,4,3,6,9,2,3,5,2,6,5,3,2,4,16,3,1,1,1,4,3,7,5,5,0,0,2,10,7,6,1,3,7,4,2,0,3,11,2,11,3,2,2,2,3,3,2,1,3,5,3,5,5,1,4,2,1,6,0,1,2,4,2,4
Q_cell_899,2,2,3,4,2,3,2,6,4,1,5,8,1,4,6,2,5,4,1,3,5,0,10,1,4,5,6,2,4,5,67,11,14,14,9,25,24,18,12,75,4,5,0,2,4,3,6,2,4,10,4,5,1,2,1,2,2,10,3,7,0,2,3,8,5,2,8,0,8,6,1,1,0,13,4,9,1,3,3,3,9,3,1,1,3,7,6,3,0,6,2,3,3,1,4,2,3,0,3,2
Q_cell_900,3,0,2,2,0,1,2,3,2,2,14,8,2,6,5,4,5,3,5,1,1,4,10,1,7,4,5,3,8,4,60,7,14,6,20,29,26,12,23,88,9,6,2,0,5,5,3,3,4,4,3,4,4,5,6,0,1,16,4,5,2,2,0,5,5,0,4,5,1,5,3,2,1,6,11,9,1,2,3,1,13,5,5,2,1,5,6,5,5,3,10,1,5,2,1,0,0,0,9,4
Q_cell_901,2,0,6,10,0,1,3,1,1,1,6,8,3,16,6,5,4,1,1,3,10,13,41,19,15,18,38,12,21,11,29,1,1,2,7,13,5,2,3,4,3,3,2,5,1,4,6,4,4,2,5,8,1,3,4,2,1,7,3,5,1,1,8,5,3,6,6,0,4,8,2,2,0,6,1,7,4,6,6,4,15,5,4,1,1,3,3,4,8,10,6,5,2,2,2,2,2,1,11,2
Q_cell_902,9,8,11,13,4,9,11,10,8,1,5,5,1,3,7,8,1,3,5,9,5,2,3,1,2,2,3,5,12,6,7,2,2,2,10,4,3,4,4,13,8,1,1,3,5,4,5,0,5,3,10,9,2,4,3,2,3,13,4,9,2,3,3,3,5,7,10,0,9,4,1,1,0,5,9,6,1,1,7,3,4,4,3,2,1,13,1,3,3,4,4,0,1,5,0,0,2,1,7,2
Q_cell_903,14,16,18,30,4,5,29,14,15,7,6,4,4,8,6,5,2,1,6,3,3,3,8,2,0,3,2,4,2,4,8,1,3,3,5,5,1,0,3,3,7,5,3,2,5,5,10,4,4,3,7,4,2,4,0,2,3,9,6,4,0,3,3,9,5,5,3,2,7,5,2,2,3,3,11,6,4,3,8,2,8,0,1,4,0,1,2,4,3,5,5,2,3,4,3,1,0,0,5,4
Q_cell_904,4,3,3,13,2,0,2,5,1,1,11,6,5,3,11,2,2,1,1,2,3,2,8,4,3,1,7,3,5,3,11,2,1,1,5,6,7,0,5,7,15,9,3,15,12,11,21,8,33,52,6,2,0,4,2,4,1,13,2,6,1,2,5,3,2,8,2,3,10,3,0,2,3,4,4,8,5,6,12,1,9,2,1,1,1,4,1,2,11,3,4,5,2,7,2,1,1,6,3,2
Q_cell_905,17,16,12,46,2,6,5,6,14,3,7,13,2,5,12,2,7,3,5,1,3,1,6,5,5,5,3,0,6,4,18,2,1,2,0,1,5,3,2,9,9,1,1,2,2,5,12,1,6,5,6,3,4,5,1,1,3,14,5,11,3,3,1,1,3,7,0,1,4,8,2,4,1,3,4,5,3,6,5,4,2,3,1,2,1,1,6,5,4,3,4,1,2,8,2,1,5,0,5,0
Q_cell_906,5,0,2,4,2,0,5,3,2,1,3,6,1,11,8,4,11,2,4,2,7,12,14,35,23,17,42,5,21,7,28,1,5,2,1,3,2,3,6,8,3,5,0,4,7,2,5,1,2,7,5,6,1,2,2,1,3,8,1,4,1,1,9,1,6,7,0,1,3,1,0,0,2,2,6,12,2,5,4,3,5,5,3,4,0,6,4,1,3,9,8,1,3,2,1,1,3,3,9,1
Q_cell_907,5,2,2,4,1,1,3,1,1,1,20,27,12,21,43,8,14,7,60,13,7,0,2,1,5,2,5,5,9,1,15,3,2,0,2,4,2,1,3,11,5,11,0,5,4,2,1,1,12,9,4,8,2,2,3,1,2,8,2,7,0,4,2,9,7,7,1,0,4,2,5,2,0,7,9,9,2,4,1,0,8,8,4,1,4,4,3,0,1,3,7,4,0,1,5,0,2,1,9,2
Q_cell_908,6,3,4,4,1,2,3,3,8,2,3,3,5,5,9,1,2,2,2,9,7,11,27,32,20,23,60,8,9,13,18,1,3,2,3,3,1,1,2,5,8,3,3,3,1,3,5,7,7,4,3,5,0,1,1,0,4,16,3,4,1,0,3,1,3,4,4,0,6,1,0,3,2,1,6,14,5,4,6,2,7,4,3,2,1,5,2,4,5,5,3,2,5,5,1,0,3,2,7,1
Q_cell_909,41,5,19,55,2,3,5,7,24,10,10,7,2,18,4,3,6,3,8,4,4,1,3,2,10,4,10,2,3,3,8,6,4,3,11,2,8,0,4,12,4,3,1,3,3,3,3,5,6,6,1,7,1,3,5,1,2,7,3,8,3,2,4,1,6,10,2,3,7,3,0,3,0,14,2,11,1,6,5,1,10,2,1,7,1,4,0,3,2,0,7,2,0,1,0,0,2,1,4,1
Q_cell_910,1,0,2,5,2,0,7,1,2,1,35,45,18,7,24,10,14,11,29,13,1,0,11,4,0,2,2,3,1,2,16,1,4,4,6,2,1,4,4,10,10,2,3,1,3,2,4,3,4,12,4,6,3,2,0,3,3,7,3,7,0,5,4,5,3,8,3,1,1,3,1,2,6,2,6,4,4,2,2,5,4,6,0,3,1,5,4,7,3,6,4,2,2,2,1,0,0,0,7,2
Q_cell_911,4,2,2,4,0,1,4,1,1,2,2,4,3,6,8,3,5,3,5,1,9,4,22,29,44,14,59,3,27,14,25,1,4,2,3,6,5,3,1,5,6,2,3,3,1,6,4,3,6,4,5,8,2,3,1,8,5,10,3,4,1,3,3,2,3,6,4,2,6,4,0,2,2,5,4,3,2,7,6,5,6,2,3,1,0,7,1,4,7,10,2,2,1,5,0,2,1,2,10,0
Q_cell_912,2,1,7,3,1,2,6,0,3,2,2,4,6,5,1,2,4,4,5,3,3,4,3,3,4,3,4,1,7,0,48,4,21,4,12,13,17,17,83,59,9,3,7,0,3,3,4,6,3,7,3,6,2,0,2,2,4,19,1,17,1,1,2,4,7,7,5,2,7,1,1,0,2,4,24,4,4,8,3,2,10,3,2,3,3,6,2,3,3,3,6,3,4,0,3,1,4,4,1,1
Q_cell_913,0,3,4,10,0,1,1,1,3,3,6,15,2,5,5,0,5,3,2,1,4,11,39,18,32,12,79,17,13,10,12,3,2,1,7,2,4,3,4,5,6,3,2,4,1,7,5,4,7,6,6,4,2,1,2,3,4,6,0,11,1,4,3,2,7,2,7,1,6,5,1,3,1,5,9,2,1,7,5,2,2,5,4,5,0,1,3,1,4,1,2,4,5,7,3,2,1,5,6,5
Q_cell_914,1,1,13,5,1,1,2,3,6,3,13,5,1,9,5,2,1,5,3,3,3,2,13,2,8,3,4,5,6,7,69,7,23,4,18,7,7,9,21,121,1,3,1,2,8,0,10,2,3,4,6,1,0,5,1,2,3,4,1,7,0,3,0,4,8,2,13,2,8,6,1,0,1,6,8,6,5,3,5,1,2,3,4,4,0,2,5,4,4,4,4,3,3,5,1,0,1,1,2,1
